date,GISS,HAD,NOAA,RSS,UAH
192301,-0.24,-0.305,-0.2044,null,null
192302,-0.28,-0.486,-0.3404,null,null
192303,-0.23,-0.459,-0.2339,null,null
192304,-0.35,-0.44,-0.3442,null,null
192305,-0.36,-0.362,-0.238,null,null
192306,-0.22,-0.297,-0.2031,null,null
192307,-0.27,-0.455,-0.2986,null,null
192308,-0.31,-0.43,-0.2661,null,null
192309,-0.27,-0.393,-0.2465,null,null
192310,-0.09,-0.37,-0.1363,null,null
192311,0.02,-0.099,0.0275,null,null
192312,-0.01,-0.07,0.0349,null,null
192401,-0.23,-0.361,-0.176,null,null
192402,-0.26,-0.244,-0.1408,null,null
192403,-0.1,-0.339,-0.0629,null,null
192404,-0.33,-0.351,-0.1971,null,null
192405,-0.22,-0.324,-0.1443,null,null
192406,-0.21,-0.313,-0.1627,null,null
192407,-0.2,-0.364,-0.1892,null,null
192408,-0.22,-0.302,-0.227,null,null
192409,-0.24,-0.383,-0.1976,null,null
192410,-0.24,-0.339,-0.2067,null,null
192411,-0.13,-0.412,-0.1613,null,null
192412,-0.3,-0.607,-0.3217,null,null
192501,-0.32,-0.487,-0.3049,null,null
192502,-0.27,-0.331,-0.291,null,null
192503,-0.18,-0.27,-0.1472,null,null
192504,-0.18,-0.314,-0.0909,null,null
192505,-0.24,-0.323,-0.1758,null,null
192506,-0.28,-0.309,-0.2005,null,null
192507,-0.2,-0.269,-0.1768,null,null
192508,-0.14,-0.181,-0.1354,null,null
192509,-0.16,-0.227,-0.0695,null,null
192510,-0.21,-0.374,-0.1271,null,null
192511,0,-0.147,0.0539,null,null
192512,0.15,-0.059,0.1678,null,null
192601,0.2,0.004,0.1581,null,null
192602,0.11,-0.128,0.1152,null,null
192603,0.22,-0.076,0.1199,null,null
192604,-0.08,-0.221,-0.0695,null,null
192605,-0.14,-0.239,-0.0875,null,null
192606,-0.16,-0.153,-0.1027,null,null
192607,-0.08,-0.317,-0.1279,null,null
192608,0.01,-0.094,-0.033,null,null
192609,-0.05,-0.153,-0.0302,null,null
192610,-0.01,-0.145,-0.0139,null,null
192611,-0.05,-0.175,-0.0134,null,null
192612,-0.21,-0.242,-0.1339,null,null
192701,-0.2,-0.285,-0.1351,null,null
192702,-0.06,-0.216,-0.1358,null,null
192703,-0.31,-0.36,-0.2148,null,null
192704,-0.24,-0.289,-0.1754,null,null
192705,-0.21,-0.279,-0.1239,null,null
192706,-0.17,-0.253,-0.1272,null,null
192707,-0.06,-0.202,-0.0802,null,null
192708,-0.16,-0.186,-0.0995,null,null
192709,-0.08,-0.172,0.0112,null,null
192710,0.03,-0.098,0.0913,null,null
192711,-0.02,-0.264,0.0189,null,null
192712,-0.3,-0.448,-0.2245,null,null
192801,0.03,-0.147,0.0311,null,null
192802,-0.03,-0.233,-0.0761,null,null
192803,-0.19,-0.409,-0.1738,null,null
192804,-0.25,-0.306,-0.1624,null,null
192805,-0.25,-0.292,-0.1069,null,null
192806,-0.28,-0.376,-0.1715,null,null
192807,-0.11,-0.195,-0.1076,null,null
192808,-0.16,-0.22,-0.1379,null,null
192809,-0.11,-0.261,-0.086,null,null
192810,-0.11,-0.194,-0.0577,null,null
192811,-0.01,-0.174,0.0123,null,null
192812,-0.08,-0.254,-0.0759,null,null
192901,-0.32,-0.452,-0.3611,null,null
192902,-0.43,-0.676,-0.4473,null,null
192903,-0.23,-0.465,-0.1757,null,null
192904,-0.3,-0.387,-0.2024,null,null
192905,-0.31,-0.414,-0.2065,null,null
192906,-0.32,-0.368,-0.2433,null,null
192907,-0.28,-0.401,-0.2469,null,null
192908,-0.24,-0.232,-0.1606,null,null
192909,-0.21,-0.309,-0.1301,null,null
192910,-0.07,-0.208,-0.0308,null,null
192911,-0.01,-0.118,-0.0091,null,null
192912,-0.41,-0.487,-0.4255,null,null
193001,-0.17,-0.376,-0.2544,null,null
193002,-0.15,-0.255,-0.097,null,null
193003,-0.04,-0.185,0.0189,null,null
193004,-0.17,-0.208,-0.1292,null,null
193005,-0.18,-0.217,-0.1426,null,null
193006,-0.15,-0.197,-0.0724,null,null
193007,-0.1,-0.176,-0.0148,null,null
193008,-0.04,-0.084,-0.016,null,null
193009,-0.08,-0.093,-0.0112,null,null
193010,-0.09,-0.093,0.0493,null,null
193011,0.17,0.028,0.2119,null,null
193012,0,-0.116,0.1074,null,null
193101,0,-0.036,0.0757,null,null
193102,-0.17,-0.186,-0.1673,null,null
193103,-0.02,-0.141,0.0686,null,null
193104,-0.14,-0.193,-0.0648,null,null
193105,-0.11,-0.214,-0.084,null,null
193106,0.04,-0.082,0.0061,null,null
193107,0.11,-0.038,0.0486,null,null
193108,0.03,-0.088,0.0679,null,null
193109,-0.08,-0.083,0.0537,null,null
193110,0.05,-0.072,0.0867,null,null
193111,-0.02,-0.193,-0.0403,null,null
193112,0.02,-0.143,-0.0056,null,null
193201,0.15,0.1,0.2244,null,null
193202,-0.14,-0.195,-0.0805,null,null
193203,-0.12,-0.244,-0.0918,null,null
193204,-0.04,-0.129,0.0458,null,null
193205,-0.11,-0.2,-0.0935,null,null
193206,-0.19,-0.204,-0.0789,null,null
193207,-0.1,-0.143,-0.0707,null,null
193208,-0.11,-0.21,-0.107,null,null
193209,0.02,-0.058,0.0351,null,null
193210,0.03,-0.137,0.0428,null,null
193211,-0.16,-0.224,-0.069,null,null
193212,-0.16,-0.216,-0.0979,null,null
193301,-0.22,-0.294,-0.1911,null,null
193302,-0.19,-0.354,-0.2276,null,null
193303,-0.18,-0.36,-0.1712,null,null
193304,-0.15,-0.265,-0.1468,null,null
193305,-0.16,-0.246,-0.1408,null,null
193306,-0.18,-0.275,-0.1511,null,null
193307,-0.07,-0.228,-0.1135,null,null
193308,-0.11,-0.205,-0.1182,null,null
193309,-0.18,-0.254,-0.147,null,null
193310,-0.15,-0.217,-0.1178,null,null
193311,-0.25,-0.326,-0.1278,null,null
193312,-0.39,-0.539,-0.2893,null,null
193401,-0.16,-0.257,-0.2077,null,null
193402,0.01,-0.232,0.0354,null,null
193403,-0.25,-0.422,-0.2178,null,null
193404,-0.24,-0.275,-0.1924,null,null
193405,-0.05,-0.136,0.0171,null,null
193406,-0.06,-0.052,0.0611,null,null
193407,-0.01,-0.071,0.0166,null,null
193408,-0.05,-0.058,0.0287,null,null
193409,-0.14,-0.102,-0.0736,null,null
193410,-0.01,-0.112,0.007,null,null
193411,0.09,-0.016,0.1098,null,null
193412,0.04,-0.177,0.0608,null,null
193501,-0.26,-0.225,-0.1684,null,null
193502,0.23,0.042,0.2526,null,null
193503,-0.04,-0.247,-0.057,null,null
193504,-0.28,-0.264,-0.1964,null,null
193505,-0.23,-0.239,-0.1262,null,null
193506,-0.15,-0.185,-0.0991,null,null
193507,-0.11,-0.137,-0.0323,null,null
193508,-0.13,-0.157,-0.049,null,null
193509,-0.14,-0.142,-0.0018,null,null
193510,0,-0.084,0.0683,null,null
193511,-0.22,-0.29,-0.1875,null,null
193512,-0.12,-0.269,-0.0892,null,null
193601,-0.21,-0.285,-0.1588,null,null
193602,-0.28,-0.336,-0.2128,null,null
193603,-0.15,-0.288,-0.1192,null,null
193604,-0.11,-0.228,-0.1232,null,null
193605,-0.1,-0.159,-0.0194,null,null
193606,-0.07,-0.165,-0.0428,null,null
193607,0.12,-0.033,0.0558,null,null
193608,0,-0.043,4.00E-04,null,null
193609,-0.02,-0.105,0.0175,null,null
193610,0.06,-0.017,0.081,null,null
193611,0.07,-0.105,0.0689,null,null
193612,0.11,-0.056,0.0766,null,null
193701,0.03,-0.175,-0.0965,null,null
193702,0.2,-0.007,0.1327,null,null
193703,-0.07,-0.251,-0.1012,null,null
193704,-0.09,-0.134,-0.0374,null,null
193705,0.02,-0.112,0.0685,null,null
193706,0.04,-0.013,0.1219,null,null
193707,0.09,0.061,0.0764,null,null
193708,0.08,0.098,0.1502,null,null
193709,0.18,0.118,0.2156,null,null
193710,0.15,0.118,0.1859,null,null
193711,0.19,-0.013,0.1332,null,null
193712,0,-0.095,0.0223,null,null
193801,0.15,0.002,0.1156,null,null
193802,0.1,0.044,0.0992,null,null
193803,0.23,0.073,0.1478,null,null
193804,0.2,0.07,0.1637,null,null
193805,0.06,-0.079,0.0609,null,null
193806,-0.03,-0.023,0.0119,null,null
193807,0.08,-0.016,0.0823,null,null
193808,0.06,0.053,0.0804,null,null
193809,0.12,0.09,0.1406,null,null
193810,0.2,0.154,0.1908,null,null
193811,0.16,0.019,0.1466,null,null
193812,-0.1,-0.278,-0.0954,null,null
193901,0.01,-0.067,0.0159,null,null
193902,-0.02,-0.063,0.0394,null,null
193903,-0.14,-0.223,-0.0803,null,null
193904,-0.07,-0.063,-0.0424,null,null
193905,-0.01,-0.004,0.0701,null,null
193906,0.01,0.105,0.0838,null,null
193907,0.05,0.103,0.0911,null,null
193908,-0.02,0.089,0.1295,null,null
193909,0,-0.007,0.0595,null,null
193910,-0.04,-0.189,0.0531,null,null
193911,0.05,-0.018,0.1278,null,null
193912,0.37,0.345,0.5038,null,null
194001,-0.17,-0.19,-0.0824,null,null
194002,0.01,-0.052,0.0982,null,null
194003,0.03,-0.095,0.0976,null,null
194004,0.11,0.049,0.1988,null,null
194005,0.04,0.035,0.109,null,null
194006,0.04,0.016,0.1266,null,null
194007,0.19,0.138,0.1513,null,null
194008,-0.03,0.054,0.0575,null,null
194009,0.07,0.15,0.1658,null,null
194010,0.02,0.017,0.1316,null,null
194011,0.06,-0.063,0.0988,null,null
194012,0.12,0.177,0.2539,null,null
194101,0.1,-0.04,0.155,null,null
194102,0.21,0.066,0.2249,null,null
194103,0.04,-0.049,0.1152,null,null
194104,0.14,0.159,0.2408,null,null
194105,0.09,-0.012,0.216,null,null
194106,0.07,0.167,0.1726,null,null
194107,0.12,0.18,0.1795,null,null
194108,0.01,0.102,0.1295,null,null
194109,-0.13,-0.085,0.0478,null,null
194110,0.2,0.271,0.2967,null,null
194111,0.11,0.117,0.1799,null,null
194112,0.21,0.055,0.1695,null,null
194201,0.21,0.215,0.2959,null,null
194202,-0.09,-0.084,0.0998,null,null
194203,-0.01,-0.052,0.17,null,null
194204,0,-0.072,0.1631,null,null
194205,0.08,0.026,0.1787,null,null
194206,0.05,0.049,0.1664,null,null
194207,0.01,-0.087,0.0545,null,null
194208,-0.02,-0.055,0.0234,null,null
194209,0.01,-0.045,0.0514,null,null
194210,0.02,-0.068,0.1093,null,null
194211,0.03,-0.11,0.1317,null,null
194212,0.05,-0.094,0.1183,null,null
194301,-0.13,-0.212,-0.0713,null,null
194302,0.12,-0.022,0.1065,null,null
194303,-0.08,-0.228,-0.0043,null,null
194304,0.08,-0.056,0.1268,null,null
194305,0.16,-0.005,0.1121,null,null
194306,0.02,-0.11,-0.0034,null,null
194307,0.15,0.006,0.1587,null,null
194308,0.05,-0.066,0.0929,null,null
194309,0.04,-0.029,0.1295,null,null
194310,0.23,0.221,0.2611,null,null
194311,0.19,0.005,0.219,null,null
194312,0.25,0.154,0.3155,null,null
194401,0.35,0.24,0.3449,null,null
194402,0.24,0.111,0.2279,null,null
194403,0.2,0.109,0.2744,null,null
194404,0.1,-0.011,0.1727,null,null
194405,0.19,0.049,0.2451,null,null
194406,0.12,0.147,0.2731,null,null
194407,0.18,0.22,0.2678,null,null
194408,0.15,0.226,0.231,null,null
194409,0.26,0.232,0.3223,null,null
194410,0.24,0.19,0.249,null,null
194411,0.16,-0.011,0.1034,null,null
194412,0.12,-0.049,0.0052,null,null
194501,0.16,-0.027,0.0397,null,null
194502,0.11,-0.075,-0.1013,null,null
194503,0.11,-0.06,0.027,null,null
194504,0.17,0.116,0.2037,null,null
194505,-0.03,-0.174,0.1066,null,null
194506,0,-0.004,0.0921,null,null
194507,0.03,-0.091,0.086,null,null
194508,0.14,0.352,0.3138,null,null
194509,0,0.111,0.2062,null,null
194510,0.08,0.092,0.1833,null,null
194511,0.06,-0.056,0.1555,null,null
194512,-0.08,-0.269,-0.0785,null,null
194601,0.13,-0.005,0.2427,null,null
194602,0.07,-0.045,0.1452,null,null
194603,-0.04,-0.233,-0.0346,null,null
194604,0.06,-0.055,0.0827,null,null
194605,-0.07,-0.266,-0.0915,null,null
194606,-0.14,-0.374,-0.1354,null,null
194607,-0.02,-0.172,-0.0602,null,null
194608,-0.19,-0.283,-0.0705,null,null
194609,-0.03,-0.125,-0.0243,null,null
194610,-0.04,-0.164,-0.0545,null,null
194611,-0.04,-0.241,-0.0347,null,null
194612,-0.26,-0.48,-0.2881,null,null
194701,-0.03,-0.242,-0.1792,null,null
194702,-0.01,-0.299,-0.1299,null,null
194703,0.14,-0.226,0.0032,null,null
194704,0.05,-0.091,0.023,null,null
194705,-0.03,-0.228,-0.0286,null,null
194706,-0.07,-0.138,0,null,null
194707,-0.02,-0.143,-0.0467,null,null
194708,-0.04,-0.189,-0.0552,null,null
194709,-0.07,-0.246,-0.086,null,null
194710,0.12,-0.114,0.068,null,null
194711,0.12,-0.14,0.002,null,null
194712,-0.1,-0.318,-0.089,null,null
194801,0.13,-0.07,0.1186,null,null
194802,-0.09,-0.281,-0.0746,null,null
194803,-0.08,-0.332,-0.1614,null,null
194804,-0.05,-0.207,-0.0641,null,null
194805,0.05,-0.078,0.057,null,null
194806,0.04,-0.085,-0.0247,null,null
194807,-0.1,-0.256,-0.0513,null,null
194808,-0.08,-0.166,-0.0525,null,null
194809,-0.09,-0.214,-0.1052,null,null
194810,0,-0.152,-0.0818,null,null
194811,-0.05,-0.261,-0.0909,null,null
194812,-0.19,-0.346,-0.0973,null,null
194901,0.14,-0.003,0.1321,null,null
194902,-0.16,-0.258,-0.1266,null,null
194903,-0.04,-0.308,-0.0926,null,null
194904,-0.11,-0.173,-0.0215,null,null
194905,-0.08,-0.186,-0.0291,null,null
194906,-0.2,-0.316,-0.1496,null,null
194907,-0.1,-0.212,-0.1121,null,null
194908,-0.05,-0.166,-0.0483,null,null
194909,-0.06,-0.199,-0.1158,null,null
194910,-0.01,-0.19,-0.0653,null,null
194911,-0.06,-0.195,-0.0728,null,null
194912,-0.1,-0.324,-0.2159,null,null
195001,-0.25,-0.486,-0.3048,null,null
195002,-0.28,-0.365,-0.2375,null,null
195003,-0.02,-0.32,-0.0919,null,null
195004,-0.18,-0.299,-0.1482,null,null
195005,-0.14,-0.228,-0.0481,null,null
195006,-0.05,-0.221,-0.07,null,null
195007,-0.09,-0.187,-0.1321,null,null
195008,-0.19,-0.237,-0.1549,null,null
195009,-0.11,-0.231,-0.0918,null,null
195010,-0.16,-0.266,-0.1485,null,null
195011,-0.29,-0.519,-0.3521,null,null
195012,-0.1,-0.364,-0.1864,null,null
195101,-0.31,-0.457,-0.2644,null,null
195102,-0.39,-0.563,-0.3851,null,null
195103,-0.17,-0.396,-0.1645,null,null
195104,-0.09,-0.227,-0.0904,null,null
195105,0.02,-0.139,0.0786,null,null
195106,-0.03,-0.061,0.0536,null,null
195107,-0.02,-0.064,0.1192,null,null
195108,0.11,0.031,0.1192,null,null
195109,0.09,-0.022,0.1476,null,null
195110,0.14,-0.03,0.1228,null,null
195111,0.03,-0.149,0.0194,null,null
195112,0.18,0.049,0.2025,null,null
195201,0.14,0.069,0.1427,null,null
195202,0.14,0.026,0.0869,null,null
195203,-0.08,-0.215,-0.0435,null,null
195204,0.06,-0.069,0.0834,null,null
195205,0,-0.088,0.0569,null,null
195206,0.04,-0.089,0.0568,null,null
195207,0.08,-0.036,0.087,null,null
195208,0.1,-0.03,0.0683,null,null
195209,0.09,0.012,0.0874,null,null
195210,-0.03,-0.09,-0.0128,null,null
195211,-0.13,-0.279,-0.1843,null,null
195212,-0.03,-0.128,-0.0103,null,null
195301,0.11,-0.043,0.1214,null,null
195302,0.18,0.031,0.1972,null,null
195303,0.16,0.019,0.1875,null,null
195304,0.19,0.06,0.2024,null,null
195305,0.08,-0.008,0.1533,null,null
195306,0.05,0.015,0.1359,null,null
195307,0.05,-0.071,0.0764,null,null
195308,0.1,-0.032,0.1035,null,null
195309,0.1,-0.04,0.089,null,null
195310,0.1,-0.044,0.0959,null,null
195311,0.02,-0.184,-0.0373,null,null
195312,0.15,-0.047,0.0912,null,null
195401,-0.17,-0.347,-0.2003,null,null
195402,-0.03,-0.182,-0.089,null,null
195403,-0.07,-0.256,-0.0995,null,null
195404,-0.09,-0.31,-0.1616,null,null
195405,-0.16,-0.343,-0.1873,null,null
195406,-0.12,-0.251,-0.0915,null,null
195407,-0.21,-0.321,-0.1223,null,null
195408,-0.17,-0.205,-0.0861,null,null
195409,-0.12,-0.198,-0.0289,null,null
195410,-0.03,-0.163,-0.0468,null,null
195411,0.13,-0.101,0.0419,null,null
195412,-0.11,-0.35,-0.1726,null,null
195501,0.19,-0.012,0.11,null,null
195502,-0.13,-0.246,-0.1049,null,null
195503,-0.28,-0.476,-0.287,null,null
195504,-0.16,-0.354,-0.2225,null,null
195505,-0.17,-0.34,-0.136,null,null
195506,-0.12,-0.27,-0.0976,null,null
195507,-0.06,-0.288,-0.0876,null,null
195508,0.11,-0.159,-0.0061,null,null
195509,-0.07,-0.206,-0.062,null,null
195510,0.01,-0.245,-0.112,null,null
195511,-0.21,-0.385,-0.2108,null,null
195512,-0.28,-0.403,-0.2591,null,null
195601,-0.15,-0.344,-0.1932,null,null
195602,-0.23,-0.428,-0.2673,null,null
195603,-0.22,-0.396,-0.1589,null,null
195604,-0.21,-0.411,-0.2508,null,null
195605,-0.22,-0.372,-0.1943,null,null
195606,-0.13,-0.317,-0.1422,null,null
195607,-0.08,-0.298,-0.1289,null,null
195608,-0.25,-0.316,-0.1833,null,null
195609,-0.14,-0.347,-0.2171,null,null
195610,-0.2,-0.293,-0.1715,null,null
195611,-0.16,-0.335,-0.1484,null,null
195612,-0.06,-0.319,-0.1479,null,null
195701,-0.06,-0.263,-0.1018,null,null
195702,0.03,-0.208,-0.1079,null,null
195703,0.02,-0.22,-0.069,null,null
195704,0.1,-0.138,-0.0169,null,null
195705,0.12,-0.02,0.1074,null,null
195706,0.16,0.009,0.1582,null,null
195707,0.01,-0.072,0.0767,null,null
195708,0.12,0.02,0.1438,null,null
195709,0.08,-0.029,0.0876,null,null
195710,0.04,-0.083,0.0171,null,null
195711,0.12,0.003,0.1337,null,null
195712,0.17,0.099,0.254,null,null
195801,0.41,0.224,0.2949,null,null
195802,0.23,0.126,0.2173,null,null
195803,0.14,-0.036,0.1062,null,null
195804,0.05,-0.038,0.1013,null,null
195805,0.07,-0.046,0.0885,null,null
195806,-0.08,-0.065,0.0471,null,null
195807,0.08,-0.038,0.0667,null,null
195808,-0.01,-0.061,0.0467,null,null
195809,-0.03,-0.116,0.0025,null,null
195810,0.05,-0.032,0.0408,null,null
195811,0.05,-0.04,0.1076,null,null
195812,0.04,-0.01,0.146,null,null
195901,0.11,0.011,0.1182,null,null
195902,0.11,-0.041,0.0706,null,null
195903,0.22,-0.022,0.1907,null,null
195904,0.15,-0.041,0.121,null,null
195905,0.1,-0.099,0.0312,null,null
195906,0.07,-0.013,0.0884,null,null
195907,0.07,-0.086,0.0818,null,null
195908,0.01,-0.043,0.0631,null,null
195909,-0.08,-0.041,0.096,null,null
195910,-0.03,-0.114,-0.0193,null,null
195911,-0.07,-0.234,-0.078,null,null
195912,0.04,-0.153,-0.0061,null,null
196001,0.01,-0.107,-0.0117,null,null
196002,0.18,0.056,0.1556,null,null
196003,-0.32,-0.381,-0.2164,null,null
196004,-0.13,-0.245,-0.0787,null,null
196005,-0.06,-0.24,-0.1002,null,null
196006,-0.03,-0.115,0.0729,null,null
196007,0,-0.11,0.0207,null,null
196008,0.06,-0.069,0.0382,null,null
196009,0.05,-0.026,0.0744,null,null
196010,0.06,-0.095,0.0342,null,null
196011,-0.09,-0.212,-0.0514,null,null
196012,0.2,0.048,0.2003,null,null
196101,0.05,-0.003,0.1087,null,null
196102,0.21,0.098,0.1796,null,null
196103,0.1,0.011,0.1872,null,null
196104,0.11,-0.003,0.1294,null,null
196105,0.22,0.032,0.1698,null,null
196106,0.12,0.054,0.1512,null,null
196107,0.01,-0.06,0.0648,null,null
196108,0.03,0.015,0.0761,null,null
196109,0.08,-0.087,0.0219,null,null
196110,0.07,-0.079,-0.017,null,null
196111,0.05,-0.094,0.0255,null,null
196112,-0.15,-0.167,-0.0186,null,null
196201,0.05,-0.027,0.1343,null,null
196202,0.18,0.079,0.1929,null,null
196203,0.12,-0.042,0.1091,null,null
196204,0.11,-0.067,0.1037,null,null
196205,-0.1,-0.107,0.0903,null,null
196206,0.07,-0.05,0.0563,null,null
196207,-0.03,0.004,0.1195,null,null
196208,-0.05,-0.024,0.0929,null,null
196209,0.02,-0.003,0.0937,null,null
196210,0.01,0.02,0.1284,null,null
196211,0.08,-0.027,0.1111,null,null
196212,0,-0.019,0.1273,null,null
196301,0.01,-0.106,0.0456,null,null
196302,0.19,0.119,0.2871,null,null
196303,-0.13,-0.148,0.0204,null,null
196304,-0.07,-0.116,0.0065,null,null
196305,-0.02,-0.053,0.0439,null,null
196306,0.06,-0.068,0.0623,null,null
196307,0.14,0.07,0.1698,null,null
196308,0.26,0.087,0.1828,null,null
196309,0.25,0.057,0.1833,null,null
196310,0.09,0.138,0.2695,null,null
196311,0.14,0.064,0.2268,null,null
196312,0.03,-0.026,0.101,null,null
196401,-0.05,-0.103,0.0534,null,null
196402,-0.08,-0.251,-0.0946,null,null
196403,-0.26,-0.347,-0.1083,null,null
196404,-0.33,-0.314,-0.1496,null,null
196405,-0.28,-0.254,-0.0638,null,null
196406,-0.02,-0.228,-0.0755,null,null
196407,-0.05,-0.235,-0.0873,null,null
196408,-0.24,-0.321,-0.1468,null,null
196409,-0.37,-0.362,-0.1816,null,null
196410,-0.3,-0.334,-0.2422,null,null
196411,-0.2,-0.346,-0.1719,null,null
196412,-0.3,-0.454,-0.2472,null,null
196501,-0.1,-0.193,-0.0528,null,null
196502,-0.18,-0.319,-0.1865,null,null
196503,-0.1,-0.302,-0.0858,null,null
196504,-0.19,-0.323,-0.1735,null,null
196505,-0.06,-0.22,-0.0617,null,null
196506,-0.11,-0.182,-0.0357,null,null
196507,-0.2,-0.243,-0.0786,null,null
196508,-0.06,-0.199,-0.0592,null,null
196509,-0.16,-0.18,-0.05,null,null
196510,-0.06,-0.097,0.0248,null,null
196511,-0.06,-0.2,-0.0814,null,null
196512,-0.05,-0.135,0.013,null,null
196601,-0.16,-0.167,-0.0288,null,null
196602,-0.01,-0.127,-0.0202,null,null
196603,0.11,-0.126,0.0312,null,null
196604,-0.11,-0.176,-0.0687,null,null
196605,-0.07,-0.219,-0.0414,null,null
196606,-0.01,-0.07,0.0534,null,null
196607,0.11,-0.048,0.0628,null,null
196608,-0.05,-0.111,0.0272,null,null
196609,0.01,-0.104,0.0357,null,null
196610,-0.15,-0.172,-0.0305,null,null
196611,0,-0.185,-0.0343,null,null
196612,-0.04,-0.272,-0.1203,null,null
196701,-0.07,-0.221,-0.0829,null,null
196702,-0.23,-0.293,-0.1248,null,null
196703,0.07,-0.161,0.0298,null,null
196704,-0.02,-0.131,0.0421,null,null
196705,0.11,-0.012,0.1324,null,null
